task_id,nl,pl,prompt,canonical_solution,test,Unnamed: 6,Unnamed: 7,Unnamed: 8
HumanEval/0,slk_Latn,python,"from typing import List


def has_close_elements(numbers: List[float], threshold: float) -> bool:
    """"""Skontrolujte, či sú v danom zozname čísel nejaké dve čísla bližšie k sebe ako daný prah. Príklad: >>> má_blízke_prvky (([1.0, 2.0, 3.0], 0.5) Falošné >>> má_blízke_prvky (([1.0, 2.8, 3.0, 4.0, 5.0, 2.0], 0.3) Pravdivé """"""
","for idx, elem in enumerate(numbers):
    for idx2, elem2 in enumerate(numbers):
        if idx != idx2:
            distance = abs(elem - elem2)
            if distance < threshold:
                return True
return False
","def check(candidate):
    assert candidate([1.0, 2.0, 3.9, 4.0, 5.0, 2.2], 0.3) == True
    assert candidate([1.0, 2.0, 3.9, 4.0, 5.0, 2.2], 0.05) == False
    assert candidate([1.0, 2.0, 5.9, 4.0, 5.0], 0.95) == True
    assert candidate([1.0, 2.0, 5.9, 4.0, 5.0], 0.8) == False
    assert candidate([1.0, 2.0, 3.0, 4.0, 5.0, 2.0], 0.1) == True
    assert candidate([1.1, 2.2, 3.1, 4.1, 5.1], 1.0) == True
    assert candidate([1.1, 2.2, 3.1, 4.1, 5.1], 0.5) == False

",,,
HumanEval/1,slk_Latn,python,"from typing import List


def separate_paren_groups(paren_string: str) -> List[str]:
    """"""Vstupom tejto funkcie je reťazec obsahujúci viacero skupín vnorených zátvorok. Vaším cieľom je oddeliť tieto skupiny do samostatných reťazcov a vrátiť zoznam týchto. Oddelené skupiny sú vyvážené (každá otvorená zátvorka je správne uzavretá) a nie vnorené navzájom Ignorujte všetky medzery v vstupnom reťazci. Príklad: >>> separate_paren_groups' ((( ) (() ((( ) ) "") ['() ', '(()) ', '(() ']""""""
","    result = []
    current_string = []
    current_depth = 0

    for c in paren_string:
        if c == '(':
            current_depth += 1
            current_string.append(c)
        elif c == ')':
            current_depth -= 1
            current_string.append(c)

            if current_depth == 0:
                result.append(''.join(current_string))
                current_string.clear()

    return result
","def check(candidate):
    assert candidate('(()()) ((())) () ((())()())') == [
        '(()())', '((()))', '()', '((())()())'
    ]
    assert candidate('() (()) ((())) (((())))') == [
        '()', '(())', '((()))', '(((())))'
    ]
    assert candidate('(()(())((())))') == [
        '(()(())((())))'
    ]
    assert candidate('( ) (( )) (( )( ))') == ['()', '(())', '(()())']
",,,
HumanEval/2,slk_Latn,python,"

def truncate_number(number: float) -> float:
    """"""Pri pozitívnom čísle s pohyblivou čiarou sa môže rozložiť na celkové číslo (najväčšie celé číslo menšie ako dané číslo) a desatinné čísla (zvyšná časť vždy menšia ako 1).""""""
","    return number % 1.0
","def check(candidate):
    assert candidate(3.5) == 0.5
    assert abs(candidate(1.33) - 0.33) < 1e-6
    assert abs(candidate(123.456) - 0.456) < 1e-6
",,,
HumanEval/3,slk_Latn,python,"from typing import List


def below_zero(operations: List[int]) -> bool:
    """"""Máte zoznam vkladov a výberov na bankovom účte, ktorý začína nulovým zostatkom. Vašou úlohou je zistiť, či v ktoromkoľvek bode zostane zostatok účtu pod nulou, a v tomto bode by mala funkcia vrátiť True. V opačnom prípade by mala vrátiť False.""""""
","    balance = 0

    for op in operations:
        balance += op
        if balance < 0:
            return True

    return False
","def check(candidate):
    assert candidate([]) == False
    assert candidate([1, 2, -3, 1, 2, -3]) == False
    assert candidate([1, 2, -4, 5, 6]) == True
    assert candidate([1, -1, 2, -2, 5, -5, 4, -4]) == False
    assert candidate([1, -1, 2, -2, 5, -5, 4, -5]) == True
    assert candidate([1, -2, 2, -2, 5, -5, 4, -4]) == True
",,,
HumanEval/4,slk_Latn,python,"from typing import List


def mean_absolute_deviation(numbers: List[float]) -> float:
    """"""Pre daný zoznam vstupných čísel vypočítajte priemernú absolútnu odchýlku okolo priemeru tohto súboru údajov.""""""
","    mean = sum(numbers) / len(numbers)
    return sum(abs(x - mean) for x in numbers) / len(numbers)
","def check(candidate):
    assert abs(candidate([1.0, 2.0, 3.0]) - 2.0/3.0) < 1e-6
    assert abs(candidate([1.0, 2.0, 3.0, 4.0]) - 1.0) < 1e-6
    assert abs(candidate([1.0, 2.0, 3.0, 4.0, 5.0]) - 6.0/5.0) < 1e-6

",,,
HumanEval/5,slk_Latn,python,"from typing import List


def intersperse(numbers: List[int], delimeter: int) -> List[int]:
    """"""Vložte číslo ""delimiter"" medzi každé dva po sebe nasledujúce prvky vstupného zoznamu `numbers' >>> intersperse([], 4) [] >>> intersperse([1, 2, 3], 4) [1, 4, 2, 4, 3] """"""
","    if not numbers:
        return []

    result = []

    for n in numbers[:-1]:
        result.append(n)
        result.append(delimeter)

    result.append(numbers[-1])

    return result
","def check(candidate):
    assert candidate([], 7) == []
    assert candidate([5, 6, 3, 2], 8) == [5, 8, 6, 8, 3, 8, 2]
    assert candidate([2, 2, 2], 2) == [2, 2, 2, 2, 2]
",,,
HumanEval/6,slk_Latn,python,"from typing import List


def parse_nested_parens(paren_string: str) -> List[int]:
    """"""Vstupom do tejto funkcie je reťazec reprezentovaný viacerými skupinami pre vnútorné zátvorky oddelené medzerami. Pre každú skupinu vyberte najhlbšiu úroveň vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútorného vnútvrtého vnútvého vnútvého vnútvého vnútvého vnútvéhovnútvnút""""""
","    def parse_paren_group(s):
        depth = 0
        max_depth = 0
        for c in s:
            if c == '(':
                depth += 1
                max_depth = max(depth, max_depth)
            else:
                depth -= 1

        return max_depth

    return [parse_paren_group(x) for x in paren_string.split(' ') if x]
","def check(candidate):
    assert candidate('(()()) ((())) () ((())()())') == [2, 3, 1, 3]
    assert candidate('() (()) ((())) (((())))') == [1, 2, 3, 4]
    assert candidate('(()(())((())))') == [4]
",,,
HumanEval/7,slk_Latn,python,"from typing import List


def filter_by_substring(strings: List[str], substring: str) -> List[str]:
    """"""Filtrovať vstupný zoznam reťazcov iba pre tie, ktoré obsahujú daný podreťazca >>> filter_by_substring([], 'a') [] >>> filter_by_substring(['abc', 'bacd', 'cde', 'array'], 'a') ['abc', 'bacd', 'array'] """"""
","    return [x for x in strings if substring in x]
","def check(candidate):
    assert candidate([], 'john') == []
    assert candidate(['xxx', 'asd', 'xxy', 'john doe', 'xxxAAA', 'xxx'], 'xxx') == ['xxx', 'xxxAAA', 'xxx']
    assert candidate(['xxx', 'asd', 'aaaxxy', 'john doe', 'xxxAAA', 'xxx'], 'xx') == ['xxx', 'aaaxxy', 'xxxAAA', 'xxx']
    assert candidate(['grunt', 'trumpet', 'prune', 'gruesome'], 'run') == ['grunt', 'prune']
",,,
HumanEval/8,slk_Latn,python,"from typing import List, Tuple


def sum_product(numbers: List[int]) -> Tuple[int, int]:
    """"""Vráti tuple, ktorý pozostáva zo súčtu a násobku všetkých čísel v zozname. Prázdny súčet by mal byť rovný 0 a prázdny produkt by mal byť rovný 1. >>> sum_product([]) (0, 1) >>> sum_product([1, 2, 3, 4]) (10, 24) """"""
","    sum_value = 0
    prod_value = 1

    for n in numbers:
        sum_value += n
        prod_value *= n
    return sum_value, prod_value
","def check(candidate):
    assert candidate([]) == (0, 1)
    assert candidate([1, 1, 1]) == (3, 1)
    assert candidate([100, 0]) == (100, 0)
    assert candidate([3, 5, 7]) == (3 + 5 + 7, 3 * 5 * 7)
    assert candidate([10]) == (10, 10)
",,,
HumanEval/9,slk_Latn,python,"from typing import List, Tuple


def rolling_max(numbers: List[int]) -> List[int]:
    """"""Z daného zoznamu čísel vygenerovať zoznam prvkov s maximálnou hodnotou, ktoré sa našli do daného momentu v sekvencii. >>> rolling_max (([1, 2, 3, 2, 3, 4, 2]) [1, 2, 3, 3, 3, 4, 4] """"""
","    running_max = None
    result = []

    for n in numbers:
        if running_max is None:
            running_max = n
        else:
            running_max = max(running_max, n)

        result.append(running_max)

    return result
","def check(candidate):
    assert candidate([]) == []
    assert candidate([1, 2, 3, 4]) == [1, 2, 3, 4]
    assert candidate([4, 3, 2, 1]) == [4, 4, 4, 4]
    assert candidate([3, 2, 3, 100, 3]) == [3, 3, 3, 100, 100]
",,,
