task_id,nl,pl,prompt,canonical_solution,test,Unnamed: 6,Unnamed: 7,Unnamed: 8
HumanEval/0,srd_Latn,python,"from typing import List


def has_close_elements(numbers: List[float], threshold: float) -> bool:
    """"""Iscontrai si in sa lista de nùmeros dada, bi sunt duos nùmeros prus a curtzu s'unu de s'àteru de sa lìmites de su valore de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nùmeru de su nù de su nù de su nù de su nù de su nù de su nù de su nù""""""
","for idx, elem in enumerate(numbers):
    for idx2, elem2 in enumerate(numbers):
        if idx != idx2:
            distance = abs(elem - elem2)
            if distance < threshold:
                return True
return False
","def check(candidate):
    assert candidate([1.0, 2.0, 3.9, 4.0, 5.0, 2.2], 0.3) == True
    assert candidate([1.0, 2.0, 3.9, 4.0, 5.0, 2.2], 0.05) == False
    assert candidate([1.0, 2.0, 5.9, 4.0, 5.0], 0.95) == True
    assert candidate([1.0, 2.0, 5.9, 4.0, 5.0], 0.8) == False
    assert candidate([1.0, 2.0, 3.0, 4.0, 5.0, 2.0], 0.1) == True
    assert candidate([1.1, 2.2, 3.1, 4.1, 5.1], 1.0) == True
    assert candidate([1.1, 2.2, 3.1, 4.1, 5.1], 0.5) == False

",,,
HumanEval/1,srd_Latn,python,"from typing import List


def separate_paren_groups(paren_string: str) -> List[str]:
    """"""Intro de custa funtzione b'at una cadena chi cuntenet grupos múltiples de parentesi annidadas. S'obietivu tuo est de separare cussos grupos in cadenas separadas e torrare sa lista de cussas. Is grupos separados sunt equilibrados (cada parentesi aberta est serrada in manera curreta) e non annidados in intro de s'àteru Ignorare calesisiat ispàtziu in sa cadena de intrada. Esempru: >>> separate_paren_groups' ((( ) (() ((( ) )') ['() ', '(()) ', '((()) ']""""""
","    result = []
    current_string = []
    current_depth = 0

    for c in paren_string:
        if c == '(':
            current_depth += 1
            current_string.append(c)
        elif c == ')':
            current_depth -= 1
            current_string.append(c)

            if current_depth == 0:
                result.append(''.join(current_string))
                current_string.clear()

    return result
","def check(candidate):
    assert candidate('(()()) ((())) () ((())()())') == [
        '(()())', '((()))', '()', '((())()())'
    ]
    assert candidate('() (()) ((())) (((())))') == [
        '()', '(())', '((()))', '(((())))'
    ]
    assert candidate('(()(())((())))') == [
        '(()(())((())))'
    ]
    assert candidate('( ) (( )) (( )( ))') == ['()', '(())', '(()())']
",,,
HumanEval/2,srd_Latn,python,"

def truncate_number(number: float) -> float:
    """"""Dadu unu nùmeru de puntu flutuante positivu, si podet decomponner in una parte intreos (su nùmeru intreu prus mannu prus minore de su nùmeru dadu) e decimales (sa parte de prus a manca semper prus minore de 1).""""""
","    return number % 1.0
","def check(candidate):
    assert candidate(3.5) == 0.5
    assert abs(candidate(1.33) - 0.33) < 1e-6
    assert abs(candidate(123.456) - 0.456) < 1e-6
",,,
HumanEval/3,srd_Latn,python,"from typing import List


def below_zero(operations: List[int]) -> bool:
    """"""A s'ispissu, si bi sunt is contos de banca, si bi sunt is contos de depòsitu e de ritirada, si bi sunt is contos de banca, si bi sunt is contos de depòsitu e de ritirada, si bi sunt is contos de banca, si bi sunt is contos de depòsitu e de ritirada, si bi sunt is contos de banca, si bi sunt is contos de depòsitu e de ritirada, si bi sunt is contos de banca, si bi sunt is contos de depòsitu e de ritirada, si bi sunt is contos de banca, si bi sunt is contos de depòsitu e de ritirada, si bi sunt is contos de banca, si bi sunt is contos de depòsitu e de ritirada, si bi sunt is contos de banca, si bi sunt is contos de depòsitu e de ritirada, si bi sunt is contos de depòsitu e de ritirada, si bi sunt is contos de depòsitu e si bi sunt is contos de depòsitu, si bi sunt is contos de depòsitu, si bi sunt is contos de depòsitu.""""""
","    balance = 0

    for op in operations:
        balance += op
        if balance < 0:
            return True

    return False
","def check(candidate):
    assert candidate([]) == False
    assert candidate([1, 2, -3, 1, 2, -3]) == False
    assert candidate([1, 2, -4, 5, 6]) == True
    assert candidate([1, -1, 2, -2, 5, -5, 4, -4]) == False
    assert candidate([1, -1, 2, -2, 5, -5, 4, -5]) == True
    assert candidate([1, -2, 2, -2, 5, -5, 4, -4]) == True
",,,
HumanEval/4,srd_Latn,python,"from typing import List


def mean_absolute_deviation(numbers: List[float]) -> float:
    """"""Pro una lista dada de nùmeros de intrada, càrculas s'Eviatzione Assoluta Mèdia a inghìriu de sa mèdia de custu grupu de datos. S'Eviatzione Assoluta Mèdia est sa diferèntzia mèdia assoluta intre cada elementu e unu puntu tzentrale (mèdia in custu casu): MAD = mèdia  x - x_mèdia  Esèmpiu: >>> mean_absolute_deviation ([1.0, 2.0, 3.0, 4.0]) 1.0 """"""
","    mean = sum(numbers) / len(numbers)
    return sum(abs(x - mean) for x in numbers) / len(numbers)
","def check(candidate):
    assert abs(candidate([1.0, 2.0, 3.0]) - 2.0/3.0) < 1e-6
    assert abs(candidate([1.0, 2.0, 3.0, 4.0]) - 1.0) < 1e-6
    assert abs(candidate([1.0, 2.0, 3.0, 4.0, 5.0]) - 6.0/5.0) < 1e-6

",,,
HumanEval/5,srd_Latn,python,"from typing import List


def intersperse(numbers: List[int], delimeter: int) -> List[int]:
    """"""Intrada de unu nùmeru ""delimitadore"" intre ogni duos elementos cunseguentes de sa lista de intrada `numbers' >>> intersperse([], 4) [] >>> intersperse([1, 2, 3], 4) [1, 4, 2, 4, 3] """"""
","    if not numbers:
        return []

    result = []

    for n in numbers[:-1]:
        result.append(n)
        result.append(delimeter)

    result.append(numbers[-1])

    return result
","def check(candidate):
    assert candidate([], 7) == []
    assert candidate([5, 6, 3, 2], 8) == [5, 8, 6, 8, 3, 8, 2]
    assert candidate([2, 2, 2], 2) == [2, 2, 2, 2, 2]
",,,
HumanEval/6,srd_Latn,python,"from typing import List


def parse_nested_parens(paren_string: str) -> List[int]:
    """"""Intro de custa funtzione est una cadena rapresentada dae grupos múltiples pro parèntesis annidadas partzidas dae ispàtzios. Pro cada unu de sos grupos, bogada su livellu prus profundu de annidamentu de parèntesis. Es.: (() (()) tenet unu màssimu de duos livellos de annidamentu mentras ((())) tenet tres.""""""
","    def parse_paren_group(s):
        depth = 0
        max_depth = 0
        for c in s:
            if c == '(':
                depth += 1
                max_depth = max(depth, max_depth)
            else:
                depth -= 1

        return max_depth

    return [parse_paren_group(x) for x in paren_string.split(' ') if x]
","def check(candidate):
    assert candidate('(()()) ((())) () ((())()())') == [2, 3, 1, 3]
    assert candidate('() (()) ((())) (((())))') == [1, 2, 3, 4]
    assert candidate('(()(())((())))') == [4]
",,,
HumanEval/7,srd_Latn,python,"from typing import List


def filter_by_substring(strings: List[str], substring: str) -> List[str]:
    """"""Filtrare una lista de intrada de cadenas petzi pro cussas chi cuntenent una sotzostringa dada >>> filter_by_substring([], 'a') [] >>> filter_by_substring(['abc', 'bacd', 'cde', 'array'], 'a') ['abc', 'bacd', 'array'] """"""
","    return [x for x in strings if substring in x]
","def check(candidate):
    assert candidate([], 'john') == []
    assert candidate(['xxx', 'asd', 'xxy', 'john doe', 'xxxAAA', 'xxx'], 'xxx') == ['xxx', 'xxxAAA', 'xxx']
    assert candidate(['xxx', 'asd', 'aaaxxy', 'john doe', 'xxxAAA', 'xxx'], 'xx') == ['xxx', 'aaaxxy', 'xxxAAA', 'xxx']
    assert candidate(['grunt', 'trumpet', 'prune', 'gruesome'], 'run') == ['grunt', 'prune']
",,,
HumanEval/8,srd_Latn,python,"from typing import List, Tuple


def sum_product(numbers: List[int]) -> Tuple[int, int]:
    """"""Pro una lista dada de intreos, torrat una tupla chi cunsistet in una summa e unu produtu de totu sos intreos in una lista.""""""
","    sum_value = 0
    prod_value = 1

    for n in numbers:
        sum_value += n
        prod_value *= n
    return sum_value, prod_value
","def check(candidate):
    assert candidate([]) == (0, 1)
    assert candidate([1, 1, 1]) == (3, 1)
    assert candidate([100, 0]) == (100, 0)
    assert candidate([3, 5, 7]) == (3 + 5 + 7, 3 * 5 * 7)
    assert candidate([10]) == (10, 10)
",,,
HumanEval/9,srd_Latn,python,"from typing import List, Tuple


def rolling_max(numbers: List[int]) -> List[int]:
    """"""Dae una lista dada de intreos, generare una lista de elementos màssimos de rolare agatados finas a unu momentu determinadu in sa secuèntzia. >>> rolling_max (([1, 2, 3, 2, 3, 4, 2]) [1, 2, 3, 3, 3, 4, 4] """"""
","    running_max = None
    result = []

    for n in numbers:
        if running_max is None:
            running_max = n
        else:
            running_max = max(running_max, n)

        result.append(running_max)

    return result
","def check(candidate):
    assert candidate([]) == []
    assert candidate([1, 2, 3, 4]) == [1, 2, 3, 4]
    assert candidate([4, 3, 2, 1]) == [4, 4, 4, 4]
    assert candidate([3, 2, 3, 100, 3]) == [3, 3, 3, 100, 100]
",,,
