task_id,nl,pl,prompt,canonical_solution,test,Unnamed: 6,Unnamed: 7,Unnamed: 8
HumanEval/0,gla_Latn,python,"from typing import List


def has_close_elements(numbers: List[float], threshold: float) -> bool:
    """"""Thoir sùil a bheil ann an liosta nan àireamhan, dà àireamhan nas fhaisge air a chèile na an tràth-ìre a chaidh a thoirt seachad. Eisimpleir: >>> has_close_elements (([1.0, 2.0, 3.0], 0.5) False >>> has_close_elements (([1.0, 2.8, 3.0, 4.0, 5.0, 2.0], 0.3) True """"""
","for idx, elem in enumerate(numbers):
    for idx2, elem2 in enumerate(numbers):
        if idx != idx2:
            distance = abs(elem - elem2)
            if distance < threshold:
                return True
return False
","def check(candidate):
    assert candidate([1.0, 2.0, 3.9, 4.0, 5.0, 2.2], 0.3) == True
    assert candidate([1.0, 2.0, 3.9, 4.0, 5.0, 2.2], 0.05) == False
    assert candidate([1.0, 2.0, 5.9, 4.0, 5.0], 0.95) == True
    assert candidate([1.0, 2.0, 5.9, 4.0, 5.0], 0.8) == False
    assert candidate([1.0, 2.0, 3.0, 4.0, 5.0, 2.0], 0.1) == True
    assert candidate([1.1, 2.2, 3.1, 4.1, 5.1], 1.0) == True
    assert candidate([1.1, 2.2, 3.1, 4.1, 5.1], 0.5) == False

",,,
HumanEval/1,gla_Latn,python,"from typing import List


def separate_paren_groups(paren_string: str) -> List[str]:
    """"""Tha an gnìomh seo a 'toirt a-steach sreang a tha a' toirt a-steach grunn bhuidhnean de phràinteasan snàithleach. Is e an amas agad na buidhnean sin a sgaradh ann an sreangan fa leth agus an liosta sin a thilleadh. Tha buidhnean fa leth cothromach (tha gach brace fosgailte air a dhùnadh gu ceart) agus chan eil iad snàithleach a-staigh a chèile Gun a bhith a 'toirt aire do spàsan sam bith anns an sreang inntrigidh. Eisimpleir: >>> separate_paren_groups' ((()) (() ((()))) ' ['() ', '(()) ', '((()) ']""""""
","    result = []
    current_string = []
    current_depth = 0

    for c in paren_string:
        if c == '(':
            current_depth += 1
            current_string.append(c)
        elif c == ')':
            current_depth -= 1
            current_string.append(c)

            if current_depth == 0:
                result.append(''.join(current_string))
                current_string.clear()

    return result
","def check(candidate):
    assert candidate('(()()) ((())) () ((())()())') == [
        '(()())', '((()))', '()', '((())()())'
    ]
    assert candidate('() (()) ((())) (((())))') == [
        '()', '(())', '((()))', '(((())))'
    ]
    assert candidate('(()(())((())))') == [
        '(()(())((())))'
    ]
    assert candidate('( ) (( )) (( )( ))') == ['()', '(())', '(()())']
",,,
HumanEval/2,gla_Latn,python,"

def truncate_number(number: float) -> float:
    """"""Le àireamh adhartach le puing-cùil, faodar a bhriseadh sìos gu pàirt iomlaideach (an àireamh iomlaideach as motha nas lugha na an àireamh a chaidh a thoirt seachad) agus deicheamaidean (an pàirt a tha air fhàgail an-còmhnaidh nas lugha na 1).""""""
","    return number % 1.0
","def check(candidate):
    assert candidate(3.5) == 0.5
    assert abs(candidate(1.33) - 0.33) < 1e-6
    assert abs(candidate(123.456) - 0.456) < 1e-6
",,,
HumanEval/3,gla_Latn,python,"from typing import List


def below_zero(operations: List[int]) -> bool:
    """"""Tha liosta de ghnìomhan tasgaidh agus tarraing air ais air cunntas banca a' tòiseachadh le cothromachadh àirinneach. 'S e an obair agad a bhith a' lorg ma tha cothromachadh a' chunntais a' tuiteam fo àirinneach aig àm sam bith, agus aig an àm sin bu chòir don fheart True a thilleadh.""""""
","    balance = 0

    for op in operations:
        balance += op
        if balance < 0:
            return True

    return False
","def check(candidate):
    assert candidate([]) == False
    assert candidate([1, 2, -3, 1, 2, -3]) == False
    assert candidate([1, 2, -4, 5, 6]) == True
    assert candidate([1, -1, 2, -2, 5, -5, 4, -4]) == False
    assert candidate([1, -1, 2, -2, 5, -5, 4, -5]) == True
    assert candidate([1, -2, 2, -2, 5, -5, 4, -4]) == True
",,,
HumanEval/4,gla_Latn,python,"from typing import List


def mean_absolute_deviation(numbers: List[float]) -> float:
    """"""Airson liosta de dh'àireamhan inntrigidh, dèan co-dhùnadh mu mheadhan an t-sliabh iomlan timcheall air meadhan an t-seata dàta seo. 'S e meadhan an t-sliabh iomlan an eadar-dhealachadh iomlan eadar gach eileamaid agus meadhan (meadhan sa chùis seo): MAD = meadhan. x - x_mean. Eisimpleir: >>> mean_absolute_deviation ([1.0, 2.0, 3.0, 4.0]) 1.0 """"""
","    mean = sum(numbers) / len(numbers)
    return sum(abs(x - mean) for x in numbers) / len(numbers)
","def check(candidate):
    assert abs(candidate([1.0, 2.0, 3.0]) - 2.0/3.0) < 1e-6
    assert abs(candidate([1.0, 2.0, 3.0, 4.0]) - 1.0) < 1e-6
    assert abs(candidate([1.0, 2.0, 3.0, 4.0, 5.0]) - 6.0/5.0) < 1e-6

",,,
HumanEval/5,gla_Latn,python,"from typing import List


def intersperse(numbers: List[int], delimeter: int) -> List[int]:
    """"""Cuir a-steach àireamh 'delimeter' eadar gach dà eileamaid leantainneach de liosta inntrigidh `numbers' >>> intersperse([], 4) [] >>> intersperse([1, 2, 3], 4) [1, 4, 2, 4, 3] """"""
","    if not numbers:
        return []

    result = []

    for n in numbers[:-1]:
        result.append(n)
        result.append(delimeter)

    result.append(numbers[-1])

    return result
","def check(candidate):
    assert candidate([], 7) == []
    assert candidate([5, 6, 3, 2], 8) == [5, 8, 6, 8, 3, 8, 2]
    assert candidate([2, 2, 2], 2) == [2, 2, 2, 2, 2]
",,,
HumanEval/6,gla_Latn,python,"from typing import List


def parse_nested_parens(paren_string: str) -> List[int]:
    """"""Tha an t-suidheachadh seo a 'toirt a-steach sreang a tha a' riochdachadh iomadh buidheann airson parentheses neadaichte air an sgaradh le spàsaichean. Airson gach buidheann, cuir a-mach an ìre as doimhne de neadachadh parentheses. Mar eisimpleir, tha dà ìre de neadachadh aig (() (()) agus tha trì aig ((()))""""""
","    def parse_paren_group(s):
        depth = 0
        max_depth = 0
        for c in s:
            if c == '(':
                depth += 1
                max_depth = max(depth, max_depth)
            else:
                depth -= 1

        return max_depth

    return [parse_paren_group(x) for x in paren_string.split(' ') if x]
","def check(candidate):
    assert candidate('(()()) ((())) () ((())()())') == [2, 3, 1, 3]
    assert candidate('() (()) ((())) (((())))') == [1, 2, 3, 4]
    assert candidate('(()(())((())))') == [4]
",,,
HumanEval/7,gla_Latn,python,"from typing import List


def filter_by_substring(strings: List[str], substring: str) -> List[str]:
    """"""Filter a-steach liosta de shreathan a-mhàin airson feadhainn a tha a 'toirt a-steach substring >>> filter_by_substring([], 'a') [] >>> filter_by_substring([' abc ', 'bacd', 'cde', 'array'], 'a') [' abc ', 'bacd', 'array'] """"""
","    return [x for x in strings if substring in x]
","def check(candidate):
    assert candidate([], 'john') == []
    assert candidate(['xxx', 'asd', 'xxy', 'john doe', 'xxxAAA', 'xxx'], 'xxx') == ['xxx', 'xxxAAA', 'xxx']
    assert candidate(['xxx', 'asd', 'aaaxxy', 'john doe', 'xxxAAA', 'xxx'], 'xx') == ['xxx', 'aaaxxy', 'xxxAAA', 'xxx']
    assert candidate(['grunt', 'trumpet', 'prune', 'gruesome'], 'run') == ['grunt', 'prune']
",,,
HumanEval/8,gla_Latn,python,"from typing import List, Tuple


def sum_product(numbers: List[int]) -> Tuple[int, int]:
    """"""Airson liosta de dh'àireamhan iomlan, tilleadh tuple a tha a' gabhail a-steach suim agus toradh nan àireamhan iomlan ann an liosta. Bu chòir gum bi suim falamh co-ionann ri 0 agus bu chòir gum bi toradh falamh co-ionann ri 1. >>> sum_product([]) (0, 1) >>> sum_product([1, 2, 3, 4]) (10, 24) """"""
","    sum_value = 0
    prod_value = 1

    for n in numbers:
        sum_value += n
        prod_value *= n
    return sum_value, prod_value
","def check(candidate):
    assert candidate([]) == (0, 1)
    assert candidate([1, 1, 1]) == (3, 1)
    assert candidate([100, 0]) == (100, 0)
    assert candidate([3, 5, 7]) == (3 + 5 + 7, 3 * 5 * 7)
    assert candidate([10]) == (10, 10)
",,,
HumanEval/9,gla_Latn,python,"from typing import List, Tuple


def rolling_max(numbers: List[int]) -> List[int]:
    """"""Bho liosta de dh'àireamhan iomlan, cruthaich liosta de na h-eileamaidean as motha a chaidh a lorg gu àm sònraichte san t-sreath. >>> rolling_max (([1, 2, 3, 2, 3, 4, 2]) [1, 2, 3, 3, 3, 4, 4] """"""
","    running_max = None
    result = []

    for n in numbers:
        if running_max is None:
            running_max = n
        else:
            running_max = max(running_max, n)

        result.append(running_max)

    return result
","def check(candidate):
    assert candidate([]) == []
    assert candidate([1, 2, 3, 4]) == [1, 2, 3, 4]
    assert candidate([4, 3, 2, 1]) == [4, 4, 4, 4]
    assert candidate([3, 2, 3, 100, 3]) == [3, 3, 3, 100, 100]
",,,
