task_id,nl,pl,prompt,canonical_solution,tests
HumanEval_0,kan_Knda,pl,"#  ್ ್ ್ ್ ್ ್ ್ ್ ್ ್ ್ ್ ್ ್ ್ ್ ್# ಕೊಟ್ಟಿರುವ ಸಂಖ್ಯೆಗಳ ಶ್ರೇಣಿಯಲ್ಲಿ,  ಗಿಂತ ಯಾವುದೇ ಎರಡು ಸಂಖ್ಯೆಗಳು ಪರಸ್ಪರ ಹತ್ತಿರವಿದೆಯೇ ಎಂದು ಪರಿಶೀಲಿಸಿ.# >>> has_close_elements([1.0, 2.0, 3.0], 0.5)
# """"
# >>> has_close_elements([1.0, 2.8, 3.0, 4.0, 5.0, 2.0], 0.3)
# 1
sub has_close_elements {
    my($numbers, $threshold) = @_;
","sub has_close_elements {
    my($numbers, $threshold) = @_;
    
    for my $i (0 .. @$numbers - 2) {
        for my $j ($i + 1 .. @$numbers - 1) {
            if (abs($numbers->[$i] - $numbers->[$j]) < $threshold) {
                return 1;
            }
        }
    }
    return """";
}","use Test::Deep;


sub testhumaneval {
    my $candidate = \&has_close_elements;
        if(eq_deeply($candidate->([1.0, 2.0, 3.9, 4.0, 5.0, 2.2], 0.3),1)) {
        print ""ok!"" }else{
        exit 1;
        }
        if(eq_deeply($candidate->([1.0, 2.0, 3.9, 4.0, 5.0, 2.2], 0.05),"""")) {
        print ""ok!"" }else{
        exit 1;
        }
        if(eq_deeply($candidate->([1.0, 2.0, 5.9, 4.0, 5.0], 0.95),1)) {
        print ""ok!"" }else{
        exit 1;
        }
        if(eq_deeply($candidate->([1.0, 2.0, 5.9, 4.0, 5.0], 0.8),"""")) {
        print ""ok!"" }else{
        exit 1;
        }
        if(eq_deeply($candidate->([1.0, 2.0, 3.0, 4.0, 5.0, 2.0], 0.1),1)) {
        print ""ok!"" }else{
        exit 1;
        }
        if(eq_deeply($candidate->([1.1, 2.2, 3.1, 4.1, 5.1], 1.0),1)) {
        print ""ok!"" }else{
        exit 1;
        }
        if(eq_deeply($candidate->([1.1, 2.2, 3.1, 4.1, 5.1], 0.5),"""")) {
        print ""ok!"" }else{
        exit 1;
        }
}

testhumaneval();"
HumanEval_1,kan_Knda,pl,"# ಇನ್ಪುಟ್ ಸ್ಟ್ರಿಂಗ್ನಲ್ಲಿರುವ ಯಾವುದೇ ಸ್ಥಳಗಳನ್ನು ನಿರ್ಲಕ್ಷಿಸಿ.# ಪ್ರತ್ಯೇಕ ಗುಂಪುಗಳು ಸಮತೋಲಿತವಾಗಿರುತ್ತವೆ (ಪ್ರತಿ ತೆರೆದ ಬ್ರೇಸ್ ಸರಿಯಾಗಿ ಮುಚ್ಚಲ್ಪಡುತ್ತದೆ) ಮತ್ತು ಪರಸ್ಪರರೊಳಗೆ ಗೂಡುಕಟ್ಟಲಾಗುವುದಿಲ್ಲ .# ಆ ಗುಂಪನ್ನು ಪ್ರತ್ಯೇಕ ಸ್ಟ್ರಿಂಗ್ಗಳಾಗಿ ಬೇರ್ಪಡಿಸಿ ಮತ್ತು ಆ ಶ್ರೇಣಿಯನ್ನು ಹಿಂತಿರುಗಿಸಿ.# ಈ ಕಾರ್ಯಕ್ಕೆ ಇನ್ಪುಟ್ ಎನ್ನುವುದು ನೆಸ್ಟೆಡ್ ಆವರಣಗಳ ಬಹು ಗುಂಪುಗಳನ್ನು ಹೊಂದಿರುವ ಸ್ಟ್ರಿಂಗ್ ಆಗಿದೆ. ನಿಮ್ಮ ಗುರಿ # >>> separate_paren_groups(""( ) (( )) (( )( ))"")
# [""()"", ""(())"", ""(()())""]
sub separate_paren_groups {
    my($paren_string) = @_;
","sub separate_paren_groups {
    my ($paren_string) = @_;
    $paren_string =~ s/\s+//g;  # Remove all spaces
    my @groups;
    my $balance = 0;
    my $current_group = """";
    
    foreach my $char (split //, $paren_string) {
        if ($char eq '(') {
            $balance++;
        }
        if ($char eq ')') {
            $balance--;
        }
        $current_group .= $char;
        if ($balance == 0 && $current_group ne """") {
            push @groups, $current_group;
            $current_group = """";
        }
    }
    
    return \@groups;
}","use Test::Deep;


sub testhumaneval {
    my $candidate = \&separate_paren_groups;
        if(eq_deeply($candidate->(""(()()) ((())) () ((())()())""),[""(()())"", ""((()))"", ""()"", ""((())()())""])) {
        print ""ok!"" }else{
        exit 1;
        }
        if(eq_deeply($candidate->(""() (()) ((())) (((())))""),[""()"", ""(())"", ""((()))"", ""(((())))""])) {
        print ""ok!"" }else{
        exit 1;
        }
        if(eq_deeply($candidate->(""(()(())((())))""),[""(()(())((())))""])) {
        print ""ok!"" }else{
        exit 1;
        }
        if(eq_deeply($candidate->(""( ) (( )) (( )( ))""),[""()"", ""(())"", ""(()())""])) {
        print ""ok!"" }else{
        exit 1;
        }
}

testhumaneval();"
HumanEval_2,kan_Knda,pl,"# ಸಂಖ್ಯೆಯ ದಶಮಾಂಶ ಭಾಗವನ್ನು ಹಿಂತಿರುಗಿ.# (ಉಳಿದ ಭಾಗವು ಯಾವಾಗಲೂ 1 ಕ್ಕಿಂತ ಚಿಕ್ಕದಾಗಿದೆ).# ಮತ್ತು ಪೂರ್ಣಾಂಕ ಭಾಗ (ದೊಡ್ಡದಾದ ಪೂರ್ಣಾಂಕವು ನಿರ್ದಿಷ್ಟ ಸಂಖ್ಯೆಯ ಚಿಕ್ಕದಾಗಿದೆ) ಮತ್ತು ದಶಮಾಂಶ # ಸಕಾರಾತ್ಮಕ ಫ್ಲೋಟಿಂಗ್ ಪಾಯಿಂಟ್ ಸಂಖ್ಯೆಯನ್ನು ನೀಡಿದರೆ, ಅದನ್ನು  ಎಂದು ವಿಭಜಿಸಬಹುದು.# >>> truncate_number(3.5)
# 0.5
sub truncate_number {
    my($number) = @_;
","sub truncate_number {
    my($number) = @_;
    my $integer_part = int($number);
    my $decimal_part = $number - $integer_part;
    return $decimal_part;
}","use Test::Deep;


sub testhumaneval {
    my $candidate = \&truncate_number;
        if(eq_deeply($candidate->(3.5),0.5)) {
        print ""ok!"" }else{
        exit 1;
        }
        if(eq_deeply($candidate->(1.25),0.25)) {
        print ""ok!"" }else{
        exit 1;
        }
        if(eq_deeply($candidate->(123.0),0.0)) {
        print ""ok!"" }else{
        exit 1;
        }
}

testhumaneval();"
HumanEval_3,kan_Knda,pl,"# ಆ ಹಂತದಲ್ಲಿ ಕಾರ್ಯವು 1 ಅನ್ನು ಹಿಂತಿರುಗಿಸಬೇಕು. ಇಲ್ಲದಿದ್ದರೆ ಅದು ''.# ಶೂನ್ಯ ಸಮತೋಲನ. ನಿಮ್ಮ ಕಾರ್ಯವು ಯಾವುದೇ ಹಂತದಲ್ಲಿ ಖಾತೆಯ ಸಮತೋಲನ ಶೂನ್ಯಕ್ಕಿಂತ ಕಡಿಮೆಯಾಗಿದ್ದರೆ ಪತ್ತೆಹಚ್ಚುವುದು, ಮತ್ತು # ನಿಮಗೆ  ಎಂಬ ಅಕ್ಷರದಿಂದ ಪ್ರಾರಂಭವಾಗುವ ಬ್ಯಾಂಕ್ ಖಾತೆಯಲ್ಲಿ  ಎಂಬ ಅಕ್ಷರದಿಂದ ಪ್ರಾರಂಭವಾಗುವ ಠೇವಣಿ ಮತ್ತು ಹಿಂಪಡೆಯುವ ಕಾರ್ಯಾಚರಣೆಗಳ ಒಂದು ಶ್ರೇಣಿಯನ್ನು ನೀಡಲಾಗಿದೆ.# >>> below_zero([1, 2, 3])
# """"
# >>> below_zero([1, 2, -4, 5])
# 1
sub below_zero {
    my($operations) = @_;
","sub below_zero {
    my ($operations) = @_;
    my $balance = 0;
    
    for my $operation (@$operations) {
        $balance += $operation;
        if ($balance < 0) {
            return 1;
        }
    }
    
    return '';
}","use Test::Deep;


sub testhumaneval {
    my $candidate = \&below_zero;
        if(eq_deeply($candidate->([]),"""")) {
        print ""ok!"" }else{
        exit 1;
        }
        if(eq_deeply($candidate->([1, 2, -3, 1, 2, -3]),"""")) {
        print ""ok!"" }else{
        exit 1;
        }
        if(eq_deeply($candidate->([1, 2, -4, 5, 6]),1)) {
        print ""ok!"" }else{
        exit 1;
        }
        if(eq_deeply($candidate->([1, -1, 2, -2, 5, -5, 4, -4]),"""")) {
        print ""ok!"" }else{
        exit 1;
        }
        if(eq_deeply($candidate->([1, -1, 2, -2, 5, -5, 4, -5]),1)) {
        print ""ok!"" }else{
        exit 1;
        }
        if(eq_deeply($candidate->([1, -2, 2, -2, 5, -5, 4, -4]),1)) {
        print ""ok!"" }else{
        exit 1;
        }
}

testhumaneval();"
HumanEval_4,kan_Knda,pl,"# MAD = ಸರಾಸರಿ. x - x_mean. # ಅಂಶ ಮತ್ತು ಕೇಂದ್ರಬಿಂದು (ಈ ಸಂದರ್ಭದಲ್ಲಿ ಸರಾಸರಿ): # ಸರಾಸರಿ ಸಂಪೂರ್ಣ ವಿಚಲನವು ಪ್ರತಿ # ಈ ಡೇಟಾ ಸೆಟ್ನ ಸರಾಸರಿ.# ಕೊಟ್ಟಿರುವ ಇನ್ಪುಟ್ ಸಂಖ್ಯೆಗಳ ಒಂದು ಶ್ರೇಣಿಗಾಗಿ, ಸರಾಸರಿ ಸಂಪೂರ್ಣ ವಿಚಲನವನ್ನು ಲೆಕ್ಕ ಹಾಕಿ.# >>> mean_absolute_deviation([1.0, 2.0, 3.0, 4.0])
# 1.0
sub mean_absolute_deviation {
    my($numbers) = @_;
","sub mean_absolute_deviation {
    my ($numbers) = @_;
    my $n = scalar @$numbers;
    return 0 if $n == 0;

    # Calculate mean
    my $sum = 0;
    $sum += $_ for @$numbers;
    my $mean = $sum / $n;

    # Calculate mean absolute deviation
    my $total_deviation = 0;
    $total_deviation += abs($_ - $mean) for @$numbers;
    return $total_deviation / $n;
}","use Test::Deep;


sub testhumaneval {
    my $candidate = \&mean_absolute_deviation;
        if(eq_deeply($candidate->([1.0, 2.0]),0.5)) {
        print ""ok!"" }else{
        exit 1;
        }
        if(eq_deeply($candidate->([1.0, 2.0, 3.0, 4.0]),1.0)) {
        print ""ok!"" }else{
        exit 1;
        }
        if(eq_deeply($candidate->([1.0, 2.0, 3.0, 4.0, 5.0]),1.2)) {
        print ""ok!"" }else{
        exit 1;
        }
}

testhumaneval();"
HumanEval_5,kan_Knda,pl,"# ಇನ್ಪುಟ್ ರಚನೆಯ ಪ್ರತಿ ಎರಡು ಸತತ ಅಂಶಗಳ ನಡುವೆ 'ಡಿಲಿಮೀಟರ್' ಸಂಖ್ಯೆಯನ್ನು ಸೇರಿಸಿ ∀numbers' # >>> intersperse([], 4)
# []
# >>> intersperse([1, 2, 3], 4)
# [1, 4, 2, 4, 3]
sub intersperse {
    my($numbers, $delimeter) = @_;
","my @result;
    for (my $i = 0; $i < @$numbers; $i++) {
        push @result, $numbers->[$i];
        push @result, $delimeter if $i < @$numbers - 1;
    }
    return \@result;
}","use Test::Deep;


sub testhumaneval {
    my $candidate = \&intersperse;
        if(eq_deeply($candidate->([], 7),[])) {
        print ""ok!"" }else{
        exit 1;
        }
        if(eq_deeply($candidate->([5, 6, 3, 2], 8),[5, 8, 6, 8, 3, 8, 2])) {
        print ""ok!"" }else{
        exit 1;
        }
        if(eq_deeply($candidate->([2, 2, 2], 2),[2, 2, 2, 2, 2])) {
        print ""ok!"" }else{
        exit 1;
        }
}

testhumaneval();"
HumanEval_6,kan_Knda,pl,"# ಉದಾ. (() (()) ಗೂಡುಕಟ್ಟುವಿಕೆಯ ಗರಿಷ್ಠ ಎರಡು ಹಂತಗಳನ್ನು ಹೊಂದಿದ್ದರೆ ((())) ಮೂರು ಹೊಂದಿದೆ. # ಗುಂಪಿನ ಪ್ರತಿಯೊಂದು, ಆವರಣಗಳ ಗೂಡುಕಟ್ಟುವಿಕೆ ಆಳವಾದ ಮಟ್ಟದ ಔಟ್ಪುಟ್. # ಈ ಕಾರ್ಯಕ್ಕೆ ಇನ್ಪುಟ್ ಒಂದು ಸ್ಟ್ರಿಂಗ್ ಆಗಿದೆ, ಇದು ಅಂತರಗಳಿಂದ ಬೇರ್ಪಡಿಸಲಾದ ಗೂಡುಗಳ ಆವರಣಗಳಿಗೆ ಬಹು ಗುಂಪುಗಳನ್ನು ಪ್ರತಿನಿಧಿಸುತ್ತದೆ.# >>> parse_nested_parens(""(()()) ((())) () ((())()())"")
# [2, 3, 1, 3]
sub parse_nested_parens {
    my($paren_string) = @_;
","sub parse_nested_parens {
    my($paren_string) = @_;
    my @groups = split / /, $paren_string;
    my @depths;

    foreach my $group (@groups) {
        my $max_depth = 0;
        my $current_depth = 0;
        foreach my $char (split //, $group) {
            if ($char eq '(') {
                $current_depth++;
                if ($current_depth > $max_depth) {
                    $max_depth = $current_depth;
                }
            } elsif ($char eq ')') {
                $current_depth--;
            }
        }
        push @depths, $max_depth;
    }
    
    return \@depths;
}","use Test::Deep;


sub testhumaneval {
    my $candidate = \&parse_nested_parens;
        if(eq_deeply($candidate->(""(()()) ((())) () ((())()())""),[2, 3, 1, 3])) {
        print ""ok!"" }else{
        exit 1;
        }
        if(eq_deeply($candidate->(""() (()) ((())) (((())))""),[1, 2, 3, 4])) {
        print ""ok!"" }else{
        exit 1;
        }
        if(eq_deeply($candidate->(""(()(())((())))""),[4])) {
        print ""ok!"" }else{
        exit 1;
        }
}

testhumaneval();"
HumanEval_7,kan_Knda,pl,"# ನಿರ್ದಿಷ್ಟ ಸಬ್ಸ್ಟ್ರಿಂಗ್ ಗಳನ್ನು ಹೊಂದಿರುವ ಸ್ಟ್ರಿಂಗ್ಗಳ ಇನ್ಪುಟ್ ರಚನೆಯನ್ನು ಮಾತ್ರ ಫಿಲ್ಟರ್ ಮಾಡಿ# >>> filter_by_substring([], ""a"")
# []
# >>> filter_by_substring([""abc"", ""bacd"", ""cde"", ""array""], ""a"")
# [""abc"", ""bacd"", ""array""]
sub filter_by_substring {
    my($strings, $substring) = @_;
","sub filter_by_substring {
    my ($strings, $substring) = @_;
    my @filtered = grep { index($_, $substring) != -1 } @$strings;
    return \@filtered;
}","use Test::Deep;


sub testhumaneval {
    my $candidate = \&filter_by_substring;
        if(eq_deeply($candidate->([], ""john""),[])) {
        print ""ok!"" }else{
        exit 1;
        }
        if(eq_deeply($candidate->([""xxx"", ""asd"", ""xxy"", ""john doe"", ""xxxAAA"", ""xxx""], ""xxx""),[""xxx"", ""xxxAAA"", ""xxx""])) {
        print ""ok!"" }else{
        exit 1;
        }
        if(eq_deeply($candidate->([""xxx"", ""asd"", ""aaaxxy"", ""john doe"", ""xxxAAA"", ""xxx""], ""xx""),[""xxx"", ""aaaxxy"", ""xxxAAA"", ""xxx""])) {
        print ""ok!"" }else{
        exit 1;
        }
        if(eq_deeply($candidate->([""grunt"", ""trumpet"", ""prune"", ""gruesome""], ""run""),[""grunt"", ""prune""])) {
        print ""ok!"" }else{
        exit 1;
        }
}

testhumaneval();"
HumanEval_8,kan_Knda,pl,"# ಖಾಲಿ ಮೊತ್ತವು 0 ಮತ್ತು ಖಾಲಿ ಉತ್ಪನ್ನವು 1 ಕ್ಕೆ ಸಮಾನವಾಗಿರಬೇಕು.# ಪೂರ್ಣಾಂಕಗಳ ಒಂದು ನಿರ್ದಿಷ್ಟ ಶ್ರೇಣಿಗಾಗಿ, ಒಂದು ಶ್ರೇಣಿಯಲ್ಲಿರುವ ಎಲ್ಲಾ ಪೂರ್ಣಾಂಕಗಳ ಮೊತ್ತ ಮತ್ತು ಉತ್ಪನ್ನವನ್ನು ಒಳಗೊಂಡಿರುವ ಒಂದು ಶ್ರೇಣಿಯನ್ನು ಹಿಂತಿರುಗಿ.# >>> sum_product([])
# [0, 1]
# >>> sum_product([1, 2, 3, 4])
# [10, 24]
sub sum_product {
    my($numbers) = @_;
","sub sum_product {
    my ($numbers) = @_;
    my $sum = 0;
    my $product = 1;
    
    foreach my $num (@$numbers) {
        $sum += $num;
        $product *= $num;
    }
    
    return [$sum, $product];
}","use Test::Deep;


sub testhumaneval {
    my $candidate = \&sum_product;
        if(eq_deeply($candidate->([]),[0, 1])) {
        print ""ok!"" }else{
        exit 1;
        }
        if(eq_deeply($candidate->([1, 1, 1]),[3, 1])) {
        print ""ok!"" }else{
        exit 1;
        }
        if(eq_deeply($candidate->([100, 0]),[100, 0])) {
        print ""ok!"" }else{
        exit 1;
        }
        if(eq_deeply($candidate->([3, 5, 7]),[15, 105])) {
        print ""ok!"" }else{
        exit 1;
        }
        if(eq_deeply($candidate->([10]),[10, 10])) {
        print ""ok!"" }else{
        exit 1;
        }
}

testhumaneval();"
