task_id,nl,pl,prompt,canonical_solution,test,Unnamed: 6,Unnamed: 7,Unnamed: 8
HumanEval/0,shn_Mymr,python,"from typing import List


def has_close_elements(numbers: List[float], threshold: float) -> bool:
    """"""တူၺ်းတူၺ်းဝႃႈ ၼႂ်းသဵၼ်ႈမၢႆတူဝ်ၼပ်ႉ ဢၼ်ပၼ်ဝႆႉၼၼ်ႉ တူဝ်ၼပ်ႉဢၼ်မီးၸမ်ၵၼ်တင်းသွင်ဢၼ်ၼၼ်ႉ မီးႁိုဝ်ၼႆလႄႈ။ တူဝ်ယၢင်ႇ: >>> has_close_elements (([1.0, 2.0, 3.0], 0.5) လႅၼ်ႊၽိတ်း >>> has_close_elements (([1.0, 2.8, 3.0, 4.0, 5.0, 2.0], 0.3) မၢၼ်ႇမႅၼ်ႈ """"""
","for idx, elem in enumerate(numbers):
    for idx2, elem2 in enumerate(numbers):
        if idx != idx2:
            distance = abs(elem - elem2)
            if distance < threshold:
                return True
return False
","def check(candidate):
    assert candidate([1.0, 2.0, 3.9, 4.0, 5.0, 2.2], 0.3) == True
    assert candidate([1.0, 2.0, 3.9, 4.0, 5.0, 2.2], 0.05) == False
    assert candidate([1.0, 2.0, 5.9, 4.0, 5.0], 0.95) == True
    assert candidate([1.0, 2.0, 5.9, 4.0, 5.0], 0.8) == False
    assert candidate([1.0, 2.0, 3.0, 4.0, 5.0, 2.0], 0.1) == True
    assert candidate([1.1, 2.2, 3.1, 4.1, 5.1], 1.0) == True
    assert candidate([1.1, 2.2, 3.1, 4.1, 5.1], 0.5) == False

",,,
HumanEval/1,shn_Mymr,python,"from typing import List


def separate_paren_groups(paren_string: str) -> List[str]:
    """"""တူဝ်ယၢင်ႇ: >>> separate_paren_groups' ((()) (() ) ) ) ) ) ] ['() ', '(()) ', '(() ']""""""
","    result = []
    current_string = []
    current_depth = 0

    for c in paren_string:
        if c == '(':
            current_depth += 1
            current_string.append(c)
        elif c == ')':
            current_depth -= 1
            current_string.append(c)

            if current_depth == 0:
                result.append(''.join(current_string))
                current_string.clear()

    return result
","def check(candidate):
    assert candidate('(()()) ((())) () ((())()())') == [
        '(()())', '((()))', '()', '((())()())'
    ]
    assert candidate('() (()) ((())) (((())))') == [
        '()', '(())', '((()))', '(((())))'
    ]
    assert candidate('(()(())((())))') == [
        '(()(())((())))'
    ]
    assert candidate('( ) (( )) (( )( ))') == ['()', '(())', '(()())']
",,,
HumanEval/2,shn_Mymr,python,"

def truncate_number(number: float) -> float:
    """"""တူဝ်ၼပ်ႉဢၼ်မီး တူဝ်ၼပ်ႉဢၼ်ၶၢႆႉလၢႆႈလႆႈၼၼ်ႉ ၸၢင်ႈၸႅၵ်ႇပဵၼ် တူဝ်ၼပ်ႉတဵမ် (တူဝ်ၼပ်ႉဢၼ်ယႂ်ႇသုတ်း ဢၼ်လဵၵ်ႉလိူဝ်သေ တူဝ်ၼပ်ႉဢၼ်ပၼ်ဝႆႉ) လႄႈ တူဝ်ၼပ်ႉၸုတ်ႉ (တူဝ်ၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်းၵိုတ်း) ၶိုၼ်းဢဝ် တူဝ်ၼပ်ႉၸုတ်ႉၼၼ်ႉမႃး တူဝ်ယၢင်ႇ: >>> truncate_number(3.5) 0.5 """"""
","    return number % 1.0
","def check(candidate):
    assert candidate(3.5) == 0.5
    assert abs(candidate(1.33) - 0.33) < 1e-6
    assert abs(candidate(123.456) - 0.456) < 1e-6
",,,
HumanEval/3,shn_Mymr,python,"from typing import List


def below_zero(operations: List[int]) -> bool:
    """"""ပေႃးဝႃႈႁဝ်းႁၼ်ဝႃႈ ပၢတ်ႉၵျႅတ်ႉႁဝ်းၼႆႉ ဢမ်ႇမီးလွင်ႈၽဵင်ႇပဵင်းၼႆ ႁဝ်းတေလႆႈဢဝ်ပၢတ်ႉၵျႅတ်ႉႁဝ်းၼၼ်ႉ ပေႃႉသႂ်ႇပၼ်တီႈၼႂ်းၽူင်းႁဝ်း""""""
","    balance = 0

    for op in operations:
        balance += op
        if balance < 0:
            return True

    return False
","def check(candidate):
    assert candidate([]) == False
    assert candidate([1, 2, -3, 1, 2, -3]) == False
    assert candidate([1, 2, -4, 5, 6]) == True
    assert candidate([1, -1, 2, -2, 5, -5, 4, -4]) == False
    assert candidate([1, -1, 2, -2, 5, -5, 4, -5]) == True
    assert candidate([1, -2, 2, -2, 5, -5, 4, -4]) == True
",,,
HumanEval/4,shn_Mymr,python,"from typing import List


def mean_absolute_deviation(numbers: List[float]) -> float:
    """"""တွၼ်ႈတႃႇ သဵၼ်ႈမၢႆ တူဝ်ၼပ်ႉဢၼ်ပၼ်ဝႆႉၼၼ်ႉ၊ ထတ်းသၢင်ႈ Mean Absolute Deviation ႁိမ်းႁွမ်း လမ်ႉၵတ်ႉၶွင် dataset ဢၼ်ၼႆႉ။ Mean Absolute Deviation ၼႆႉပဵၼ် လမ်ႉၵတ်ႉဢၼ်ဢမ်ႇမိူၼ်ၵၼ်ဢၼ်မီးၼႂ်းၵႄႈ တူဝ်ထပ်ႈႁူဝ်ၵူႈဢၼ်လႄႈ တီႈၵၢင် (ဢၼ်မီးၼႂ်းလွင်ႈၼႆႉ) MAD = average  x - x_mean  တူဝ်ယၢင်ႇ: >>> mean_absolute_deviation  [1.0, 2.0, 3.0, 4.0]) 1.0 """"""
","    mean = sum(numbers) / len(numbers)
    return sum(abs(x - mean) for x in numbers) / len(numbers)
","def check(candidate):
    assert abs(candidate([1.0, 2.0, 3.0]) - 2.0/3.0) < 1e-6
    assert abs(candidate([1.0, 2.0, 3.0, 4.0]) - 1.0) < 1e-6
    assert abs(candidate([1.0, 2.0, 3.0, 4.0, 5.0]) - 6.0/5.0) < 1e-6

",,,
HumanEval/5,shn_Mymr,python,"from typing import List


def intersperse(numbers: List[int], delimeter: int) -> List[int]:
    """"""သႂ်ႇပၼ်တူဝ်ၼပ်ႉ ""delimeter"" ၼႂ်းၵႄႈတူဝ်ၼပ်ႉ သွင်ဢၼ်ဢၼ်သိုပ်ႇၵၼ်မႃး ၼႂ်းသဵၼ်ႈမၢႆၶေႃႈၶဝ်ႈ `numbers' >>> intersperse([], 4) [] >>> intersperse([1, 2, 3], 4) [1, 4, 2, 4, 3] """"""
","    if not numbers:
        return []

    result = []

    for n in numbers[:-1]:
        result.append(n)
        result.append(delimeter)

    result.append(numbers[-1])

    return result
","def check(candidate):
    assert candidate([], 7) == []
    assert candidate([5, 6, 3, 2], 8) == [5, 8, 6, 8, 3, 8, 2]
    assert candidate([2, 2, 2], 2) == [2, 2, 2, 2, 2]
",,,
HumanEval/6,shn_Mymr,python,"from typing import List


def parse_nested_parens(paren_string: str) -> List[int]:
    """"""တူဝ်ယၢင်ႇမၼ်း (() (()) ၼႆႉ မီးဝႆႉ ၸၼ်ႉဢၼ်သုင်သုတ်း သွင်ၸၼ်ႉသေ ((())) ၼႆႉ မီးဝႆႉ သၢမ်ၸၼ်ႉ။ >>> parse_nested_parens('((()) ((())) (((()) (((()) [2, 3, 1, 3]""""""
","    def parse_paren_group(s):
        depth = 0
        max_depth = 0
        for c in s:
            if c == '(':
                depth += 1
                max_depth = max(depth, max_depth)
            else:
                depth -= 1

        return max_depth

    return [parse_paren_group(x) for x in paren_string.split(' ') if x]
","def check(candidate):
    assert candidate('(()()) ((())) () ((())()())') == [2, 3, 1, 3]
    assert candidate('() (()) ((())) (((())))') == [1, 2, 3, 4]
    assert candidate('(()(())((())))') == [4]
",,,
HumanEval/7,shn_Mymr,python,"from typing import List


def filter_by_substring(strings: List[str], substring: str) -> List[str]:
    """"""ၸၢၵ်ႈၸၢၵ်ႈဢၼ်တေဢဝ် သဵၼ်ႈမၢႆ သဵၼ်ႈမၢႆ ဢၼ်တေၶဝ်ႈၸူးၼၼ်ႉ ၸွပ်ႇတူၺ်း တွၼ်ႈတႃႇ သဵၼ်ႈမၢႆ ဢၼ်ပႃး သဵၼ်ႈမၢႆ ဢၼ်ပၼ်ဝႆႉၼၼ်ႉၵူၺ်း >>> filter_by_substring([], 'a') [] >>> filter_by_substring(['abc', 'bacd', 'cde', 'array'], 'a') ['abc', 'bacd', 'array'] """"""
","    return [x for x in strings if substring in x]
","def check(candidate):
    assert candidate([], 'john') == []
    assert candidate(['xxx', 'asd', 'xxy', 'john doe', 'xxxAAA', 'xxx'], 'xxx') == ['xxx', 'xxxAAA', 'xxx']
    assert candidate(['xxx', 'asd', 'aaaxxy', 'john doe', 'xxxAAA', 'xxx'], 'xx') == ['xxx', 'aaaxxy', 'xxxAAA', 'xxx']
    assert candidate(['grunt', 'trumpet', 'prune', 'gruesome'], 'run') == ['grunt', 'prune']
",,,
HumanEval/8,shn_Mymr,python,"from typing import List, Tuple


def sum_product(numbers: List[int]) -> Tuple[int, int]:
    """"""တွၼ်ႈတႃႇ သဵၼ်ႈမၢႆ တူဝ်ၼပ်ႉတဵမ် ဢၼ်ပၼ်ဝႆႉၼၼ်ႉ၊ ၶိုၼ်းဢဝ် တူဝ်ၼပ်ႉဢၼ်ပဵၼ် တူဝ်လေႃး လႄႈ တူဝ်ၵုၼ်း တူဝ်ၼပ်ႉတဵမ်တင်းမူတ်း ၼႂ်းသဵၼ်ႈမၢႆၼၼ်ႉသေ ၶိုၼ်းဢဝ် တူဝ်ၼပ်ႉဢၼ်ဢမ်ႇမီး တူဝ်ၼပ်ႉၼၼ်ႉ ၶိုၼ်းဢဝ်မႃး။ တူဝ်ၼပ်ႉဢၼ်ဢမ်ႇမီး တူဝ်ၼပ်ႉၼၼ်ႉ ထုၵ်ႇလီပဵၼ် 0 လႄႈ တူဝ်ၵုၼ်းဢၼ်ဢမ်ႇမီး တူဝ်ၵုၼ်းၼၼ်ႉ ထုၵ်ႇလီပဵၼ် 1. >>> sum_product([]) (0, 1) >>> sum_product([1, 2, 3, 4]) (10, 24)""""""
","    sum_value = 0
    prod_value = 1

    for n in numbers:
        sum_value += n
        prod_value *= n
    return sum_value, prod_value
","def check(candidate):
    assert candidate([]) == (0, 1)
    assert candidate([1, 1, 1]) == (3, 1)
    assert candidate([100, 0]) == (100, 0)
    assert candidate([3, 5, 7]) == (3 + 5 + 7, 3 * 5 * 7)
    assert candidate([10]) == (10, 10)
",,,
HumanEval/9,shn_Mymr,python,"from typing import List, Tuple


def rolling_max(numbers: List[int]) -> List[int]:
    """"""ဢဝ်တူဝ်ၼပ်ႉတဵမ် ဢၼ်ပၼ်ဝႆႉၼၼ်ႉသေ ႁဵတ်းဢွၵ်ႇမႃး သဵၼ်ႈမၢႆ ဢၼ်လႆႈႁၼ် တေႃႇထိုင် ၶၢဝ်းယၢမ်းဢၼ်ပၼ်ဝႆႉ ၼႂ်းလွင်ႈၶပ်ႉၶိုင်ၼၼ်ႉယဝ်ႉ။ >>> rolling_max (([1, 2, 3, 2, 3, 4, 2]) [1, 2, 3, 3, 3, 4, 4] """"""
","    running_max = None
    result = []

    for n in numbers:
        if running_max is None:
            running_max = n
        else:
            running_max = max(running_max, n)

        result.append(running_max)

    return result
","def check(candidate):
    assert candidate([]) == []
    assert candidate([1, 2, 3, 4]) == [1, 2, 3, 4]
    assert candidate([4, 3, 2, 1]) == [4, 4, 4, 4]
    assert candidate([3, 2, 3, 100, 3]) == [3, 3, 3, 100, 100]
",,,
