task_id,nl,pl,prompt,canonical_solution,test,Unnamed: 6,Unnamed: 7,Unnamed: 8
HumanEval/0,dzo_Tibt,python,"from typing import List


def has_close_elements(numbers: List[float], threshold: float) -> bool:
    """"""ཨང་གྲངས་ཀྱི་ཐོ་ནང་ ཨང་གྲངས་གཉིས་རེ་ བྱིན་ཡོད་པའི་ཚད་གཞི་ལས་ སྦོ་ལོགས་ཁར་ཡོད་མེད་བརྟག་དཔྱད་འབད། དཔེ་འབད་བ་ཅིན་: >>> has_close_elements (([1.0, 2.0, 3.0], 0.5) རྫུན་ཁ་བཟེད་ >>> has_close_elements (([1.0, 2.8, 3.0, 4.0, 5.0, 2.0], 0.3) བདེན་ཁུངས་མེད་ """"""
","for idx, elem in enumerate(numbers):
    for idx2, elem2 in enumerate(numbers):
        if idx != idx2:
            distance = abs(elem - elem2)
            if distance < threshold:
                return True
return False
","def check(candidate):
    assert candidate([1.0, 2.0, 3.9, 4.0, 5.0, 2.2], 0.3) == True
    assert candidate([1.0, 2.0, 3.9, 4.0, 5.0, 2.2], 0.05) == False
    assert candidate([1.0, 2.0, 5.9, 4.0, 5.0], 0.95) == True
    assert candidate([1.0, 2.0, 5.9, 4.0, 5.0], 0.8) == False
    assert candidate([1.0, 2.0, 3.0, 4.0, 5.0, 2.0], 0.1) == True
    assert candidate([1.1, 2.2, 3.1, 4.1, 5.1], 1.0) == True
    assert candidate([1.1, 2.2, 3.1, 4.1, 5.1], 0.5) == False

",,,
HumanEval/1,dzo_Tibt,python,"from typing import List


def separate_paren_groups(paren_string: str) -> List[str]:
    """"""འ་ནི་ལས་འགན་ནང་ ནང་ཐིག་འདི་ ནང་ཐིག་ནང་ཡོད་པའི་ཁྱད་ཚབ་སྡེ་ཚན་ལེ་ཤ་ཡོད་པའི་ཐིག་ཁྲམ་ཨིན། ཁྱོད་ཀྱི་དམིགས་ཡུལ་འདི་ སྡེ་ཚན་དེ་སོ་སོར་གྱི་ཐིག་ཁྲམ་ནང་ དབྱེ་བ་ཕྱེ་ནི་དང་ འདི་ཚུ་གི་ཐོ་དེ་ལོག་གཏང་ནི་ཨིན། སྡེ་ཚན་སོ་སོར་འདི་ ཚད་ལྡན་ (སྒོ་སྒྲིག་རེ་རེ་གི་སྒོ་སྒྲིག་འདི་ ལེགས་ཤོམ་སྦེ་བསྡམ་ཡོདཔ་) དང་ གཅིག་གིས་གཅིག་ལུ་ ནང་ཐིག་ནང་མ་ཚུད་དེ་ཡོད་ ཨིན་པུཊི་ཐིག་ཁྲམ་ནང་ཡོད་པའི་ས་སྟོང་ཆ་ཚུ་སྣང་མེད་སྦེ་བཞག་དགོ། དཔེ་གཞི་: >>> separate_paren_groups' ((( ) (() (( ) ) ) ) ) ' (,') ' ()) ' ()) ' ()) ' ()) ' ()) ' ()) ' ()) ' ()) ' ()) ' ()) ' ()) ' ()) ' ()) ' ()) ' ()) ' ()) ' ()) ' ()) ' ()) ' ()) ' ()) ' ()) ' ()) ' ()) ' ()) ' ()) ' ()) ' ()) ' ()) ' ()) ' (""""""
","    result = []
    current_string = []
    current_depth = 0

    for c in paren_string:
        if c == '(':
            current_depth += 1
            current_string.append(c)
        elif c == ')':
            current_depth -= 1
            current_string.append(c)

            if current_depth == 0:
                result.append(''.join(current_string))
                current_string.clear()

    return result
","def check(candidate):
    assert candidate('(()()) ((())) () ((())()())') == [
        '(()())', '((()))', '()', '((())()())'
    ]
    assert candidate('() (()) ((())) (((())))') == [
        '()', '(())', '((()))', '(((())))'
    ]
    assert candidate('(()(())((())))') == [
        '(()(())((())))'
    ]
    assert candidate('( ) (( )) (( )( ))') == ['()', '(())', '(()())']
",,,
HumanEval/2,dzo_Tibt,python,"

def truncate_number(number: float) -> float:
    """"""འབྱོར་རྟགས་ཀྱི་ཆ་ཤས་འདི་ ཨང་གྲངས་ཧྲིལ་བུམ་སྦེ་ཆ་བགོས་འབད་ཚུགས། (ཨང་གྲངས་སྦོམ་ཤོས་འདི་ ཨང་གྲངས་ལས་ཆུང་བ་) དང་ཨང་གྲངས་བཅུ་ཆ་སྦེ་ཆ་བགོས་འབད་ཚུགས། (ལྷག་ལུས་ཆ་ཤས་འདི་ ཨ་རྟག་ར་ ཨང་གྲངས་ ༡ ལས་ཆུང་བ་) ཨང་གྲངས་ཀྱི་ཨང་གྲངས་བཅུ་ཆ་འདི་སླར་ལོག་འབདཝ་ཨིན། དཔེ་གཞི་: >>> truncate_number(3.5) 0.5 """"""
","    return number % 1.0
","def check(candidate):
    assert candidate(3.5) == 0.5
    assert abs(candidate(1.33) - 0.33) < 1e-6
    assert abs(candidate(123.456) - 0.456) < 1e-6
",,,
HumanEval/3,dzo_Tibt,python,"from typing import List


def below_zero(operations: List[int]) -> bool:
    """"""ཁྱོད་ཀྱིས་དངུལ་ཁང་གི་རྩིས་ཁྲ་ནང་ དངུལ་བཙུགས་དང་བཏོན་པའི་ལཱ་གི་ཐོ་འདི་ སྐུགས་ ༠ ལས་འགོ་བཙུགསཔ་ཨིན། ཁྱོད་ཀྱི་ལཱ་འདི་ ཚོད་བལྟ་འབད་དགོཔ་ཨིན། གལ་སྲིད་ གནས་སྟངས་ཅིག་ནང་ དངུལ་རྩིས་ཁྲ་གི་གནས་སྟངས་དེ་ ༠ ལས་མར་བབས་སོང་པ་ཅིན་ ལས་འགན་འདི་གིས་ True སླར་ལོག་འབད་དགོཔ་ཨིན། དེ་མེན་པ་ཅིན་ False སླར་ལོག་འབད་དགོཔ་ཨིན། དཔེ་འབད་བ་ཅིན་: >>> below_zero([༡,༢,༣]) False >>> below_zero([༡,༢,༤,༥]) True ཨིན།""""""
","    balance = 0

    for op in operations:
        balance += op
        if balance < 0:
            return True

    return False
","def check(candidate):
    assert candidate([]) == False
    assert candidate([1, 2, -3, 1, 2, -3]) == False
    assert candidate([1, 2, -4, 5, 6]) == True
    assert candidate([1, -1, 2, -2, 5, -5, 4, -4]) == False
    assert candidate([1, -1, 2, -2, 5, -5, 4, -5]) == True
    assert candidate([1, -2, 2, -2, 5, -5, 4, -4]) == True
",,,
HumanEval/4,dzo_Tibt,python,"from typing import List


def mean_absolute_deviation(numbers: List[float]) -> float:
    """"""ནང་བསྐྱོད་ཨང་གྲངས་ཀྱི་ཐོ་ཡིག་ཅིག་གི་དོན་ལུ་ གནས་སྡུད་དེ་གི་བར་མའི་མཐའ་འཁོར་ལུ་ Mean Absolute Deviation རྩིས་སྟོནམ་ཨིན། Mean Absolute Deviation འདི་གཞི་རྟེན་རེ་རེ་དང་ལྟེ་བ་ (གནས་སྡུད་དེ་གི་བར་མའི་ནང་) གི་བར་ནའི་བར་ནའི་བར་ནའི་ཁྱད་པར་ཨིན། MAD = average ཨིན། x - x_mean ཨིན། དཔེ་འབད་བ་ཅིན་: >>> mean_absolute_deviation ([1.0, 2.0, 3.0, 4.0]) 1.0 """"""
","    mean = sum(numbers) / len(numbers)
    return sum(abs(x - mean) for x in numbers) / len(numbers)
","def check(candidate):
    assert abs(candidate([1.0, 2.0, 3.0]) - 2.0/3.0) < 1e-6
    assert abs(candidate([1.0, 2.0, 3.0, 4.0]) - 1.0) < 1e-6
    assert abs(candidate([1.0, 2.0, 3.0, 4.0, 5.0]) - 6.0/5.0) < 1e-6

",,,
HumanEval/5,dzo_Tibt,python,"from typing import List


def intersperse(numbers: List[int], delimeter: int) -> List[int]:
    """"""ནང་ཐིག་གི་ཐོ་ཡིག་ནང་ཐིག་གཉིས་རེ་གི་བར་ནའི་བར་ནའི་གྱངས་ཁ་ 'delimeter' ཟེར་བཙུགས་ `numbers' >>> intersperse([], 4) [] >>> intersperse([1, 2, 3], 4) [1, 4, 2, 4, 3] """"""
","    if not numbers:
        return []

    result = []

    for n in numbers[:-1]:
        result.append(n)
        result.append(delimeter)

    result.append(numbers[-1])

    return result
","def check(candidate):
    assert candidate([], 7) == []
    assert candidate([5, 6, 3, 2], 8) == [5, 8, 6, 8, 3, 8, 2]
    assert candidate([2, 2, 2], 2) == [2, 2, 2, 2, 2]
",,,
HumanEval/6,dzo_Tibt,python,"from typing import List


def parse_nested_parens(paren_string: str) -> List[int]:
    """"""འ་ནི་ལས་འགན་འདི་ནང་ ནང་ཐིག་གི་སྡེ་ཚན་ལེ་ཤ་ཅིག་ཡོད་པའི་ ནང་ཐིག་ནང་ཡོད་པའི་ ཕར་ཀེསི་ཚུ་ བར་སྟོང་གིས་སོ་སོར་འབད་ཡོད་པའི་ སྐུད་པ་ཅིག་ཨིན། སྡེ་ཚན་རེ་རེ་བཞིན་དུ་ལུ་ ནང་ཐིག་གི་གོ་རིམ་འདི་ སྦོམ་ཤོས་སྦེ་རང་འཐོན་འོང་། དཔེར་ན་ (() (()) ནང་ཐིག་གི་གོ་རིམ་གཉིས་ཡོདཔ་ད་ ((())) ནང་ཐིག་གསུམ་ཡོད། >>> parse_nested_parens (('((()) ((())) () (((()) [2, 3, 1, 3] """"""
","    def parse_paren_group(s):
        depth = 0
        max_depth = 0
        for c in s:
            if c == '(':
                depth += 1
                max_depth = max(depth, max_depth)
            else:
                depth -= 1

        return max_depth

    return [parse_paren_group(x) for x in paren_string.split(' ') if x]
","def check(candidate):
    assert candidate('(()()) ((())) () ((())()())') == [2, 3, 1, 3]
    assert candidate('() (()) ((())) (((())))') == [1, 2, 3, 4]
    assert candidate('(()(())((())))') == [4]
",,,
HumanEval/7,dzo_Tibt,python,"from typing import List


def filter_by_substring(strings: List[str], substring: str) -> List[str]:
    """"""ནང་བསྐྱོད་ཐིག་གི་ཐོ་ཡིག་འདི་ ནང་ཐིག་འོག་གི་ཐིག་ནང་ཡོད་མི་ལུ་རྐྱངམ་གཅིག་ ཕུལ་ཊར་རྐྱབས་ >>> filter_by_substring([], 'a') [] >>> filter_by_substring(['abc', 'bacd', 'cde', 'array'], 'a') ['abc', 'bacd', 'array'] """"""
","    return [x for x in strings if substring in x]
","def check(candidate):
    assert candidate([], 'john') == []
    assert candidate(['xxx', 'asd', 'xxy', 'john doe', 'xxxAAA', 'xxx'], 'xxx') == ['xxx', 'xxxAAA', 'xxx']
    assert candidate(['xxx', 'asd', 'aaaxxy', 'john doe', 'xxxAAA', 'xxx'], 'xx') == ['xxx', 'aaaxxy', 'xxxAAA', 'xxx']
    assert candidate(['grunt', 'trumpet', 'prune', 'gruesome'], 'run') == ['grunt', 'prune']
",,,
HumanEval/8,dzo_Tibt,python,"from typing import List, Tuple


def sum_product(numbers: List[int]) -> Tuple[int, int]:
    """"""ཨང་གྲངས་ཧྲིལ་བུའི་ཐོ་ཡིག་ཅིག་གི་དོན་ལུ་ ཨང་གྲངས་ཧྲིལ་བུའི་བསྡོམས་དང་ ཨང་གྲངས་ཧྲིལ་བུའི་ཐོན་རིམ་འདི་སླར་ལོག་འབདཝ་ཨིན། ཨང་གྲངས་ཧྲིལ་བུའི་བསྡོམས་དེ་ ༠ དང་ ཨང་གྲངས་ཧྲིལ་བུའི་ཐོན་རིམ་དེ་ ༡ སྦེ་ཆ་མཉམ་འབད་དགོཔ་ཨིན། >>> sum_product([]) (0, 1) >>> sum_product([1, 2, 3, 4]) (10, 24) ཨིན།""""""
","    sum_value = 0
    prod_value = 1

    for n in numbers:
        sum_value += n
        prod_value *= n
    return sum_value, prod_value
","def check(candidate):
    assert candidate([]) == (0, 1)
    assert candidate([1, 1, 1]) == (3, 1)
    assert candidate([100, 0]) == (100, 0)
    assert candidate([3, 5, 7]) == (3 + 5 + 7, 3 * 5 * 7)
    assert candidate([10]) == (10, 10)
",,,
HumanEval/9,dzo_Tibt,python,"from typing import List, Tuple


def rolling_max(numbers: List[int]) -> List[int]:
    """"""ཨང་གྲངས་ཧྲིལ་བུའི་ཐོ་ཡིག་ཅིག་ལས་ ཚུད་དེ་ཡོད་པའི་དུས་ཡུན་ཚུན་ཚོད་ལུ་ཐོབ་མི་ rolling maximum གི་ཐོ་ཡིག་ཅིག་བཟོ་དགོ། >>> rolling_max (([1, 2, 3, 2, 3, 4, 2]) [1, 2, 3, 3, 3, 4, 4] """"""
","    running_max = None
    result = []

    for n in numbers:
        if running_max is None:
            running_max = n
        else:
            running_max = max(running_max, n)

        result.append(running_max)

    return result
","def check(candidate):
    assert candidate([]) == []
    assert candidate([1, 2, 3, 4]) == [1, 2, 3, 4]
    assert candidate([4, 3, 2, 1]) == [4, 4, 4, 4]
    assert candidate([3, 2, 3, 100, 3]) == [3, 3, 3, 100, 100]
",,,
